York,New York (City),SE END OF CENTRAL PARK,EAST DRIVE PEDESTRIAN WALK,42 - City,1860,01/15/2016,FO,4.43
York,New York (City),N END OF CENTRAL PARK,EAST DRIVE THE LOCH,42 - City,1900,01/22/2016,N,4.50
York,New York (City),E END OF CENTRAL PARK,EAST DRIVE TRANSV RD NO 3N,42 - City,1900,01/20/2016,SD,4.43
York,New York (City),4.4 MI NE FDR DR+ROUTE 25,EAST139TH STREET 907P 907PX4M12012,NYSDOT,1963,06/07/2017,FO,4.82
York,New York (City),EAST RIVER SHORE,FDR DRIVE N/B EAST RIVER SHORE,42 - City,1985,10/26/2016,SD,2.78
York,New York (City),IN FORT TRYON PARK,FORT TRYON PLACE ENT FM RVRSIDE DR,42 - City,1920,03/29/2016,FO,3.31
York,New York (City),MANHATTAN,FROM HARLEM RV DR TRIBORO BRIDGE,2U - MTA Bridges and,1956,06/30/2016,FO,6.57
"",,,,Tunnels (aka TBTA),,,,
York,New York (City),0.2 MI EAST JCT 95I & 9,FT WASHINGTON AVE 95I X,2W - Port Authority of NY,1931,08/10/2017,FO,4.17
"",,,,and NJ,,,,
York,New York (City),IN WEST MANHATTAN,GALVIN AVENUE CONRAIL 30 ST BR,2W - Port Authority of NY,1951,08/03/2015,FO,5.06
"",,,,and NJ,,,,
York,New York (City),IN WEST MANHATTAN,GALVIN PLAZA AMTRAK W SIDE CON,2W - Port Authority of NY,1942,08/03/2015,FO,4.65
"",,,,and NJ,,,,
York,New York (City),79 ST BOAT BASIN,GARAGE RAMP TO 79 SB HHP RAMP TO 79,42 - City,1935,05/17/2017,FO,5.33
York,New York (City),0.2 MI W OF 95I & RTE 9,GWB BUS STA PLAZA FT WASHINGTON AVE,2W - Port Authority of NY,1962,07/17/2017,FO,5.55
"",,,,and NJ,,,,
York,New York (City),1.6MI NE FDR DR&BKLYN BR,HOUSTON STREET 907L907LX4M12031,42 - City,1953,07/21/2017,SD,6.70
York,New York (City),SE JCT 95I & RTE 9A,HR 6 AND HR 11 LOWER LEVEL,2W - Port Authority of NY,1960,07/12/2017,FO,5.20
"",,,,and NJ,,,,
